from,to,area_en,area_es,area_fr,qty,m2,remarks_en,remarks_es,remarks_fr,room_en,room_es,room_fr
FAR,BS-1,clinica trials - optional,ensayos clínicos - opcional,essais cliniques - facultatif,1,2,"1 shared between 4 dispensing workstations., ","1 compartido entre 4 estaciones de trabajo de dispensación.,","1 partagé entre 4 postes de distribution.,","Bay - Storage, 1m2","Bahía - Almacenamiento, 1m2","Baie - Rangement, 1m2"
FAR,CLUP-7,clinica trials - optional,ensayos clínicos - opcional,essais cliniques - facultatif,1,2,Area to store measures etc. for dispensing and wash up / dry after use. ,"Área para almacenar medidas, etc. para dispensar y lavar / secar después de su uso.","Zone de stockage des mesures, etc. pour la distribution et le lavage / séchage après utilisation.","Clean-Up Room, 7m2","Sala de limpieza, 7m2","Salle de nettoyage, 7m2"
FAR,,clinica trials - optional,ensayos clínicos - opcional,essais cliniques - facultatif,1,15,Area is indicative and will depend on scope of clinical trials. To be separate from main drug storage. Includes refrigerated storage and may require freezer storage.,El área es indicativa y dependerá del alcance de los ensayos clínicos. Estar separado del almacenamiento principal de medicamentos. Incluye almacenamiento refrigerado y puede requerir almacenamiento en el congelador.,La superficie est indicative et dépendra de la portée des essais cliniques. A séparer du stockage principal des médicaments. Comprend le stockage réfrigéré et peut nécessiter un stockage au congélateur.,,,
FAR,STFS-10,clinica trials - optional,ensayos clínicos - opcional,essais cliniques - facultatif,1,10,Area is indicative and will depend on scope of clinical trials. Records to be kept for 25 years.,El área es indicativa y dependerá del alcance de los ensayos clínicos. Los registros se conservarán durante 25 años.,La superficie est indicative et dépendra de la portée des essais cliniques. Les registres doivent être conservés pendant 25 ans.,"Store - Files, 10m2","Tienda - Archivos, 10m2","Magasin - Dossiers, 10m2"
FAR,,clinica trials - optional,ensayos clínicos - opcional,essais cliniques - facultatif,2,4.4,Pharmacy audit,Auditoría de farmacia,Audit de pharmacie,,,
FAR,CIR,clinica trials - optional,ensayos clínicos - opcional,essais cliniques - facultatif,,25%,,yaya,,Discount circulation,Descuento en la circulación,Circulation à prix réduit
APA,WAIT-10,specimen collection,coleccion de especimenes,prélèvement d'échantillons,1,8,6 chairs,6 sillas,6 chaises,"Waiting, 10m2","Espera, 10m2","Attente, 10m2"
APA,RECL-10,specimen collection,coleccion de especimenes,prélèvement d'échantillons,1,10,2 staff,2 empleados,2 employés,"Reception/ Clerical, 10m2","Recepción/Administración, 10m2","Réception/Commis, 10m2"
APA,STPS-8,specimen collection,coleccion de especimenes,prélèvement d'échantillons,1,8,May be shared with adjoining unit,Se puede compartir con la unidad contigua.,Peut être partagé avec l'unité adjacente,"Store - Photocopy/ Stationery, 8m2","Tienda - Fotocopias / Papelería, 8m2","Magasin - Photocopie/papeterie, 8m2"
APA,,specimen collection,coleccion de especimenes,prélèvement d'échantillons,2,9,"2 collection areas, workspace and storage","2 zonas de recogida, espacio de trabajo y almacenaje","2 zones de collecte, espace de travail et rangement",,,
APA,STSS-20,specimen collection,coleccion de especimenes,prélèvement d'échantillons,1,9,,yaya,,"Store - Sterile Stock, 20m2","Almacén - Stock estéril, 20m2","Magasin - Stock stérile, 20m2"
APA,WCPT,specimen collection,coleccion de especimenes,prélèvement d'échantillons,1,4,Specimen collection. 5m2 if accessible access required. May have pass-through hatch.,Coleccion de especimenes. 5m2 si se requiere acceso accesible. Puede tener escotilla de paso.,Collecte de spécimens. 5m2 si accès accessible requis. Peut avoir une trappe de passage.,Toilet - Patient,Aseo - Paciente,Toilette - Patient
APA,BPTS,specimen collection,coleccion de especimenes,prélèvement d'échantillons,1,1,"Optional, depending on location and hospital- wide approach","Opcional, según la ubicación y el enfoque en todo el hospital","Facultatif, selon l'emplacement et l'approche à l'échelle de l'hôpital",Bay - Pneumatic Tube,Bahía - Tubo neumático,Baie - Tube pneumatique
APA,BMEQ,specimen collection,coleccion de especimenes,prélèvement d'échantillons,1,4,Phlebotomy trolleys,Carros de flebotomía,Chariots de phlébotomie,Bay - Mobile Equipment,Bahía - Equipo móvil,Baie - Équipement mobile
APA,OFF-S9,specimen collection,coleccion de especimenes,prélèvement d'échantillons,1,9 (o),"Optional (o), depending on size of service. Will accommodate manager and other administrative requirements of the service.","Opcional (o), dependiendo del tamaño del servicio. Se adaptará al gerente y otros requisitos administrativos del servicio.","Facultatif (o), selon la taille du service. S'adaptera au gestionnaire et aux autres exigences administratives du service.","Office - Single Person, 9m2","Oficina - Persona sola, 9m2","Bureau - Personne seule, 9m2"
APA,CIR,reception,recepción,accueil,0.32,,,yaya,,Discount circulation,Descuento en la circulación,Circulation à prix réduit
APA,,reception,recepción,accueil,,1,,yaya,,,,
APA,,reception,recepción,accueil,,1,For transfer to 5/6 Laboratory,Para transferir al laboratorio 5/6,Pour transfert au Laboratoire 5/6,,,
APA,CIR,reception,recepción,accueil,0.32,,,yaya,,Discount circulation,Descuento en la circulación,Circulation à prix réduit
APA,,laboratory,laboratorio,laboratoire,,1,"Haematology, Blood Bank, Clinical Chemistry","Hematología, Banco de sangre, Química clínica","Hématologie, Banque de sang, Chimie clinique",,,
APA,,laboratory,laboratorio,laboratoire,,1,"Optional if the service cannot be provided in a timely manner by a networked Level 5 or 6
Laboratory","Opcional si el servicio no puede ser proporcionado de manera oportuna por un nivel 5 o 6 en red
Laboratorio","Facultatif si le service ne peut pas être fourni en temps opportun par un réseau de niveau 5 ou 6
Laboratoire",,,
APA,BES,laboratory,laboratorio,laboratoire,,*1,*1 in each Lab,* 1 en cada laboratorio,*1 dans chaque laboratoire,Bay - Emergency Shower,Bahía - Ducha de emergencia,Baie - Douche d'urgence
APA,BMEQ,laboratory,laboratorio,laboratoire,,1,,yaya,,Bay - Mobile Equipment,Bahía - Equipo móvil,Baie - Équipement mobile
APA,CIR,laboratory,laboratorio,laboratoire,0.32,,,yaya,,Discount circulation,Descuento en la circulación,Circulation à prix réduit
APA,,Support Area,Área de apoyo,Zone d'assistance,,1,Glassware etc.,"Cristalería, etc.",Verrerie etc.,,,
APA,CLUP-P,Support Area,Área de apoyo,Zone d'assistance,1,1,,yaya,,"Clean-Up Room (Pathology), 12m2","Sala de limpieza (patología), 12m2","Salle de nettoyage (Pathologie), 12m2"
APA,,Support Area,Área de apoyo,Zone d'assistance,,1,,yaya,,,,
APA,STEQ-14,Support Area,Área de apoyo,Zone d'assistance,,1,,yaya,,"Store - Equipment, 14m2","Tienda - Equipo, 14m2","Magasin - Équipement, 14m2"
APA,STGN,Support Area,Área de apoyo,Zone d'assistance,,1,,yaya,,Store - General,Tienda - General,Magasin - Général
APA,,Support Area,Área de apoyo,Zone d'assistance,,1,Cool room,Cuarto frio,Pièce sympa,,,
APA,CLRM-5,Support Area,Área de apoyo,Zone d'assistance,1,5,,yaya,,"Cleaner's Room, 5m2","Cuarto de limpieza, 5m2","Salle de nettoyage, 5m2"
APA,DISP-8,Support Area,Área de apoyo,Zone d'assistance,1,8,,yaya,,"Disposal Room, 8m2","Sala de desechos, 8m2","Salle d'élimination, 8m2"
APA,AHBBF,Support Area,Área de apoyo,Zone d'assistance,1,3,May be located in/near the operating unit and operating theatre.,Puede estar ubicado en / cerca de la unidad de operación y el quirófano.,Peut être situé dans/à proximité du bloc opératoire et de la salle d'opération.,After Hours Blood Fridge,Nevera de sangre fuera de horario,Frigo à sang après les heures de travail
APA,CIR,Support Area,Área de apoyo,Zone d'assistance,0.32,,,yaya,,Discount circulation,Descuento en la circulación,Circulation à prix réduit
APA,OFF-S9,Staff Areas,Áreas de personal,Zones du personnel,1,9,Pathologists (fulltime),Patólogos (tiempo completo),Pathologistes (temps plein),"Office - Single Person, 9m2","Oficina - Persona sola, 9m2","Bureau - Personne seule, 9m2"
APA,,Staff Areas,Áreas de personal,Zones du personnel,,5.5,"Senior scientists, registrars, clerical staff. No. depdnent on staffing numbers. ","Científicos senior, registradores, personal administrativo. No. depende de la dotación de personal.","Scientifiques seniors, registraires, personnel de bureau. Non dépend des effectifs.",,,
APA,MEET-12,Staff Areas,Áreas de personal,Zones du personnel,1,12,,yaya,,"Meeting Room, 12m2","Sala de reuniones, 12m2","Salle de réunion, 12m2"
APA,MEET-L-20,Staff Areas,Áreas de personal,Zones du personnel,1, 20 (o),Optional. Room to accommodate multi-head microscope if an Anatomical Pathology Service is included,Opcional. Espacio para acomodar microscopio multicabezal si se incluye un Servicio de Patología Anatómica,Optionnel. Espace pour accueillir un microscope multi-têtes si un service d'anatomopathologie est inclus,"Meeting Room, 20m2","Sala de reuniones, 20m2","Salle de réunion, 20m2"
APA,BBEV-OP,Staff Areas,Áreas de personal,Zones du personnel,1,3,May be in Meeting Room,Puede estar en la sala de reuniones,Peut être dans la salle de réunion,"Bay - Beverage, Open Plan, 4m2","Bahía - Bebida, Plan abierto, 4m2","Baie - Boissons, plan ouvert, 4m2"
APA,BPROP,Staff Areas,Áreas de personal,Zones du personnel,1,2,,yaya,,"Bay - Property, Staff","Bahía - Propiedad, Personal","Baie - Propriété, Personnel"
APA,SHST,Staff Areas,Áreas de personal,Zones du personnel,1,3,Optional,Opcional,Optionnel,Shower - Staff,Ducha - Personal,Douche - Personnel
APA,WCST,Staff Areas,Áreas de personal,Zones du personnel,1,3,,yaya,,Toilet - Staff,Aseo - Personal,Toilette - Personnel
APA,CIR,Staff Areas,Áreas de personal,Zones du personnel,0.25,,,yaya,,Discount circulation,Descuento en la circulación,Circulation à prix réduit
